Date,Map,Visitor/Neutral,PTS,Home/Neutral,PTS
22/9/15,inferno,E-frag.net,16,"Sententia Mortis",11
22/9/15,dust2,"Sententia Mortis",14,E-frag.net,16
22/9/15,cache,ESC,10,"VERY T0X1C",16
22/9/15,cobblestone,"VERY T0X1C",16,ESC,9
22/9/15,cobblestone,Publiclir.se,4,"CSGOEvo White",16
22/9/15,mirage,"CSGOEvo White",14,Publiclir.se,16
22/9/15,cache,"CSGOEvo White",16,Publiclir.se,1
22/9/15,train,"Natus Vincere",16,TSM,10
22/9/15,inferno,Caseking,16,"EYES ON U",13
22/9/15,dust2,Caseking,17,"EYES ON U",19
22/9/15,cache,dignitas,6,Cloud9,16
22/9/15,inferno,dignitas,12,Cloud9,16
22/9/15,overpass,SK,16,"Worst Players",13
22/9/15,mirage,SK,19,"Worst Players",16
22/9/15,mirage,PENTA,16,XPC,2
22/9/15,cache,PENTA,16,XPC,7
22/9/15,inferno,dignitas,16,Immunity,12
22/9/15,cache,Immunity,5,dignitas,16
22/9/15,cobblestone,Athletico,10,"Animal Squad",16
22/9/15,inferno,"Animal Squad",21,Athletico,15
22/9/15,cache,Cloud9,16,ROCCAT,8
22/9/15,dust2,ROCCAT,14,Cloud9,16
22/9/15,inferno,Chiefs,16,Control.VP,1
22/9/15,mirage,Control.VP,16,Chiefs,11
22/9/15,cache,Chiefs,16,Control.VP,12
22/9/15,cache,FolloweSports.com,4,Method,16
22/9/15,cache,Enemy,5,Trifecta,16
22/9/15,train,Trifecta,9,Enemy,16
22/9/15,dust2,FolloweSports.com,16,vVv,3
22/9/15,train,compLexity,16,Coast,7
22/9/15,cache,Trifecta,16,Luminosity,8
22/9/15,inferno,Luminosity,16,Trifecta,4
21/9/15,mirage,"United Estonia",16,fish123,12
21/9/15,overpass,Orbit,14,volgare,16
21/9/15,dust2,Orbit,16,volgare,10
21/9/15,cache,Planetkey,6,"LAN DODGERS",16
21/9/15,inferno,PENTA,15,"Sententia Mortis",19
21/9/15,mirage,"Sententia Mortis",6,PENTA,16
21/9/15,mirage,Choke,16,GLG,10
21/9/15,mirage,Publiclir.se,16,Planetkey,5
21/9/15,cache,Planetkey,10,Publiclir.se,16
21/9/15,cache,CeX,11,XENEX,16
21/9/15,dust2,"CSGOEvo White",16,"LAN DODGERS",1
21/9/15,cache,"CSGOEvo White",16,"LAN DODGERS",10
21/9/15,mirage,"LAN DODGERS",16,"CSGOEvo White",14
21/9/15,mirage,MaxAndRelax,3,Reason,16
21/9/15,inferno,Reason,16,MaxAndRelax,8
21/9/15,overpass,"Vox Eminor",12,Athletico,16
21/9/15,cobblestone,"Vox Eminor",8,Athletico,16
21/9/15,dust2,RiP,7,"Animal Squad",16
21/9/15,mirage,RiP,10,"Animal Squad",16
21/9/15,inferno,TRIDENT,10,Available!,16
21/9/15,cache,TRIDENT,19,Available!,21
21/9/15,inferno,Control.VP,16,Molotov,9
21/9/15,cache,Molotov,7,Control.VP,16
21/9/15,dust2,Luminosity,16,Vault,3
21/9/15,train,Coast,10,compLexity,16
21/9/15,dust2,Coast,2,compLexity,16
20/9/15,overpass,FlipSid3,16,Property,7
20/9/15,inferno,Property,17,FlipSid3,19
20/9/15,inferno,TSM,13,EnVyUs,16
20/9/15,dust2,TSM,13,EnVyUs,16
20/9/15,cobblestone,Orbit,16,FlipSid3,13
20/9/15,mirage,Orbit,13,FlipSid3,16
20/9/15,cobblestone,Vexed,16,Property,9
20/9/15,overpass,Property,25,Vexed,21
20/9/15,cobblestone,"CPH Wolves",9,EnVyUs,16
20/9/15,mirage,"CPH Wolves",8,EnVyUs,16
20/9/15,dust2,Phenomenon,3,Pries,16
20/9/15,cache,Phenomenon,10,Pries,16
20/9/15,overpass,dignitas,14,TSM,16
20/9/15,mirage,TSM,16,dignitas,6
20/9/15,mirage,ex-eLevate,16,CLG,13
20/9/15,cache,ex-eLevate,9,CLG,16
20/9/15,dust2,ex-eLevate,16,CLG,13
20/9/15,mirage,G2,11,"CPH Wolves",16
20/9/15,cobblestone,SK,13,"CPH Wolves",16
20/9/15,train,CLG,16,FolloweSports.com,9
20/9/15,mirage,CLG,16,FolloweSports.com,2
19/9/15,dust2,G2,8,TSM,16
19/9/15,dust2,"Worst Players",16,volgare,13
19/9/15,mirage,volgare,10,"Worst Players",16
19/9/15,inferno,G2,16,SK,13
19/9/15,cobblestone,Infused,14,HellRaisers,16
19/9/15,mirage,HellRaisers,16,Infused,4
19/9/15,overpass,"CPH Wolves",5,TSM,16
19/9/15,mirage,EZskins.com,2,dignitas,16
19/9/15,cobblestone,m0nster,16,AbsoluteTerror,13
19/9/15,dust2,Renegades,11,EZskins.com,16
19/9/15,inferno,m0nster,16,MOTV,13
19/9/15,mirage,dignitas,6,EnVyUs,16
19/9/15,cache,nxl,16,TwistoFate,10
19/9/15,cobblestone,Renegades,13,dignitas,16
19/9/15,mirage,TwistoFate,16,Penguin,14
19/9/15,inferno,EZskins.com,2,EnVyUs,16
18/9/15,mirage,Property,10,nerdRage,16
18/9/15,cache,nerdRage,19,Property,16
18/9/15,cache,"WE GOT GAME",22,"Dead Pixels",19
18/9/15,dust2,"Dead Pixels",4,"WE GOT GAME",16
18/9/15,dust2,Fraternitas,16,"LDLC White",13
18/9/15,overpass,"LDLC White",13,Fraternitas,16
18/9/15,inferno,"LDLC White",16,Fraternitas,10
18/9/15,cache,"Red Instinct",16,melty,12
18/9/15,cache,"LDLC White",16,"Keyd Stars",6
18/9/15,dust2,"LDLC White",16,"Keyd Stars",6
18/9/15,dust2,"Miraculous Hawks",9,Insidious,16
18/9/15,tuscan,PiTER,10,"New Era",16
18/9/15,season,"New Era",11,PiTER,16
18/9/15,dust2,inchk1ng,8,"Miraculous Hawks",16
18/9/15,cobblestone,MiTH,6,MVP.karnal,16
18/9/15,dust2,MiTH,16,DeToNator,14
18/9/15,cache,Conquest,21,Luminosity,26
18/9/15,inferno,Luminosity,8,Conquest,16
18/9/15,mirage,Conquest,6,Luminosity,16
18/9/15,dust2,Mortality,17,Method,19
18/9/15,mirage,Mortality,6,Method,16
18/9/15,overpass,CLG,16,Coast,1
18/9/15,mirage,CLG,16,Enemy,5
18/9/15,cobblestone,3sUP,13,Liquid,16
18/9/15,train,Liquid,22,3sUP,18
18/9/15,inferno,3sUP,16,compLexity,7
18/9/15,train,Method,7,Cloud9,16
18/9/15,inferno,Cloud9,16,Coast,8
18/9/15,mirage,"Games Academy",12,Luminosity,16
18/9/15,cache,"Games Academy",19,Luminosity,21
18/9/15,train,Luminosity,13,"Games Academy",16
17/9/15,dust2,"Bosnia & Herzegovina",2,Sweden,16
17/9/15,mirage,"Dead Pixels",16,"Red Instinct",1
17/9/15,cobblestone,"Red Instinct",16,"Dead Pixels",11
17/9/15,dust2,"Red Instinct",5,"Dead Pixels",16
17/9/15,train,fnatic,16,TSM,9
17/9/15,mirage,Sweden,10,Belarus,16
17/9/15,mirage,Fraternitas,13,Vexed,16
17/9/15,dust2,Fraternitas,12,Vexed,16
17/9/15,cobblestone,Fraternitas,16,Vexed,10
17/9/15,train,INFINITY,16,Reason,6
17/9/15,mirage,Reason,4,INFINITY,16
17/9/15,dust2,Reason,16,INFINITY,12
17/9/15,cache,ESC,16,RCTIC,14
17/9/15,mirage,RCTIC,14,ESC,16
17/9/15,mirage,Finland,13,Russia,16
17/9/15,mirage,EnVyUs,16,Titan,8
17/9/15,mirage,Norway,16,Belarus,6
17/9/15,dust2,fnatic,16,HellRaisers,9
17/9/15,mirage,Russia,3,Turkey,16
17/9/15,mirage,"uber g33ks",10,RCTIC,16
17/9/15,cache,Norway,16,Belgium,12
17/9/15,dust2,"WE GOT GAME",16,melty,12
17/9/15,inferno,melty,12,"WE GOT GAME",16
17/9/15,mirage,Turkey,16,"United Kingdom",9
17/9/15,cache,NiP,16,fnatic,13
17/9/15,cache,Iceland,16,Belarus,14
17/9/15,train,Fraternitas,16,"LDLC White",3
17/9/15,dust2,Fraternitas,16,"LDLC White",11
17/9/15,cache,Fraternitas,11,"LDLC White",16
17/9/15,dust2,Vexed,16,"Keyd Stars",14
17/9/15,train,"Keyd Stars",5,Vexed,16
17/9/15,cache,Turkey,10,Germany,16
17/9/15,cache,ESC,16,RCTIC,8
17/9/15,mirage,ESC,6,RCTIC,16
17/9/15,dust2,ESC,16,RCTIC,8
17/9/15,dust2,Slovakia,9,Germany,16
17/9/15,cobblestone,3sUP,8,Vault,16
17/9/15,cobblestone,CLG,16,Conquest,11
17/9/15,cobblestone,Coast,14,compLexity,16
17/9/15,overpass,Luminosity,16,Method,1
17/9/15,dust2,Luminosity,16,Method,13
17/9/15,inferno,Vault,6,ex-eLevate,16
17/9/15,cobblestone,Coast,16,Conquest,9
17/9/15,inferno,Coast,11,Enemy,16
17/9/15,mirage,compLexity,13,Method,16
17/9/15,mirage,Luminosity,9,CLG,16
17/9/15,cache,CLG,8,Luminosity,16
17/9/15,inferno,Liquid,16,FolloweSports.com,4
17/9/15,cache,Braindead,4,Conquest,16
17/9/15,cobblestone,Conquest,16,Braindead,6
16/9/15,dust2,"Red Instinct",16,TS-Netteux,14
16/9/15,mirage,nerdRage,6,"uber g33ks",16
16/9/15,cache,Poland,10,Denmark,16
16/9/15,train,TS-Netteux,3,"WE GOT GAME",16
16/9/15,mirage,Netherlands,16,Hungary,13
16/9/15,mirage,Property,9,G2,16
16/9/15,cache,G2,16,Property,14
16/9/15,dust2,Titan,17,TSM,21
16/9/15,inferno,SK,11,mousesports,16
16/9/15,cobblestone,"Red Instinct",13,"WE GOT GAME",16
16/9/15,cobblestone,France,16,Netherlands,10
16/9/15,dust2,Reason,10,dignitas,16
16/9/15,cache,Reason,13,dignitas,16
16/9/15,dust2,"EYES ON U",16,"Playing Ducks",6
16/9/15,mirage,"Playing Ducks",16,"EYES ON U",5
16/9/15,inferno,fnatic,16,TSM,9
16/9/15,cobblestone,mousesports,16,HellRaisers,11
16/9/15,mirage,Serbia,8,Hungary,16
16/9/15,cache,RCTIC,16,"uber g33ks",13
16/9/15,mirage,RCTIC,14,"uber g33ks",16
16/9/15,dust2,RCTIC,19,"uber g33ks",15
16/9/15,mirage,Distinct5,3,31337,16
16/9/15,cache,31337,19,Distinct5,17
16/9/15,cache,"CPH Wolves",14,Property,16
16/9/15,mirage,Property,11,"CPH Wolves",16
16/9/15,mirage,Denmark,16,Romania,8
16/9/15,inferno,fnatic,16,G2,12
16/9/15,inferno,NiP,16,SK,9
16/9/15,mirage,TS-Netteux,16,"LDLC Blue",13
16/9/15,inferno,Serbia,16,Ukraine,9
16/9/15,cache,Kazakhstan,16,Romania,14
16/9/15,dust2,TSM,16,SK,4
16/9/15,train,EnVyUs,16,Titan,7
16/9/15,cobblestone,Ukraine,9,Hungary,16
16/9/15,inferno,E-frag.net,16,Enervate,10
16/9/15,cache,E-frag.net,16,Enervate,0
16/9/15,cobblestone,Enervate,25,E-frag.net,23
16/9/15,dust2,Enervate,10,E-frag.net,16
16/9/15,dust2,Kazakhstan,3,Portugal,16
16/9/15,dust2,Ukraine,15,Netherlands,15
16/9/15,cache,nerdRage,8,ESC,16
16/9/15,dust2,ESC,16,nerdRage,13
16/9/15,mirage,nerdRage,16,ESC,8
16/9/15,dust2,Portugal,16,Romania,11
16/9/15,inferno,ex-eLevate,16,Method,4
16/9/15,mirage,ex-eLevate,16,Method,13
16/9/15,cache,ex-eLevate,14,Method,16
16/9/15,train,Conquest,16,Liquid,6
16/9/15,inferno,CLG,16,Method,6
16/9/15,overpass,compLexity,16,CLG,10
16/9/15,cache,Enemy,14,compLexity,16
16/9/15,dust2,unKnights,13,melty,16
15/9/15,overpass,Lions,16,ESC,11
15/9/15,train,unKnights,16,"Asus ROG",0
15/9/15,dust2,France,16,Hungary,12
15/9/15,mirage,ESC,21,"European Misfits",19
15/9/15,inferno,Titan,16,FlipSid3,8
15/9/15,train,FlipSid3,9,Titan,16
15/9/15,cache,"Dead Pixels",16,melty,10
15/9/15,inferno,mousesports,8,fnatic,16
15/9/15,inferno,TSM,12,EnVyUs,16
15/9/15,mirage,Romania,8,Poland,16
15/9/15,mirage,"Asus ROG",4,"Dead Pixels",16
15/9/15,inferno,mousesports,5,"Natus Vincere",16
15/9/15,dust2,RCTIC,16,AlienTech,12
15/9/15,cache,AlienTech,12,RCTIC,16
15/9/15,train,uX,16,Caseking,7
15/9/15,cache,uX,16,Caseking,6
15/9/15,cache,G2,21,HellRaisers,17
15/9/15,cache,Netherlands,9,Spain,16
15/9/15,cobblestone,XPC,6,Phenomenon,16
15/9/15,mirage,Phenomenon,24,XPC,26
15/9/15,cache,Phenomenon,16,XPC,12
15/9/15,cobblestone,unKnights,12,melty,16
15/9/15,overpass,"Gdansk Lions",8,CSGL,16
15/9/15,mirage,CSGL,16,"Gdansk Lions",2
15/9/15,cache,SK,11,"Natus Vincere",16
15/9/15,overpass,TSM,16,HellRaisers,9
15/9/15,train,Lions,16,ESC,9
15/9/15,cache,Lions,16,ESC,14
15/9/15,inferno,Netherlands,15,Serbia,15
15/9/15,dust2,Denmark,16,Latvia,0
15/9/15,cache,PENTA,16,Planetkey,5
15/9/15,dust2,PENTA,13,Planetkey,16
15/9/15,cobblestone,Titan,8,fnatic,16
15/9/15,train,EnVyUs,8,NiP,16
15/9/15,inferno,summa.gg,7,"European Misfits",16
15/9/15,mirage,Serbia,8,Spain,16
15/9/15,cache,PiTER,7,E-frag.net,16
15/9/15,dust2,E-frag.net,16,PiTER,6
15/9/15,cache,Denmark,8,Kazakhstan,16
15/9/15,dust2,Kazakhstan,8,Latvia,16
15/9/15,overpass,compLexity,10,Liquid,16
15/9/15,cobblestone,Liquid,16,compLexity,2
15/9/15,inferno,Conquest,16,Enemy,2
15/9/15,cache,Enemy,14,Conquest,16
15/9/15,mirage,Skyfire,16,TRIDENT,14
15/9/15,dust2,TRIDENT,2,Skyfire,16
15/9/15,cache,ACE,16,Leader-1,8
15/9/15,overpass,compLexity,11,Mythic,16
15/9/15,dust2,Mythic,16,compLexity,14
15/9/15,train,Liquid,16,h00liGaNz,4
15/9/15,cache,h00liGaNz,6,Liquid,16
14/9/15,dust2,fish123,16,GLG,13
14/9/15,inferno,Serbia,7,France,16
14/9/15,cache,E-frag.net,16,Property,7
14/9/15,overpass,Property,8,E-frag.net,16
14/9/15,inferno,Choke,8,"United Estonia",16
14/9/15,inferno,Spain,5,France,16
14/9/15,dust2,CeX,6,Infused,16
14/9/15,mirage,Kazakhstan,16,Poland,10
14/9/15,cache,Publiclir.se,16,Phenomenon,19
14/9/15,cobblestone,Ukraine,10,France,16
14/9/15,dust2,"Vega Squadron",4,eBettle,16
14/9/15,mirage,"Vega Squadron",16,eBettle,9
14/9/15,overpass,"Vega Squadron",3,eBettle,16
14/9/15,train,ESC,21,summa.gg,17
14/9/15,mirage,summa.gg,15,ESC,21
14/9/15,dust2,PENTA,16,mousesports,12
14/9/15,mirage,mousesports,16,PENTA,8
14/9/15,cache,Latvia,10,Poland,16
14/9/15,cache,"London C",7,XPC,16
14/9/15,cache,Denmark,16,Portugal,3
14/9/15,mirage,"Gdansk Lions",4,PiTER,16
14/9/15,dust2,Spain,5,Hungary,16
14/9/15,dust2,eBettle,16,nerdRage,6
14/9/15,train,eBettle,16,nerdRage,13
14/9/15,dust2,Latvia,3,Portugal,16
14/9/15,dust2,E-frag.net,16,RCTIC,4
14/9/15,cobblestone,Lions,16,"European Misfits",14
14/9/15,cache,Lions,16,"European Misfits",12
14/9/15,inferno,Latvia,15,Romania,15
14/9/15,mirage,Liquid,16,Luminosity,11
14/9/15,cache,Luminosity,5,Liquid,16
14/9/15,inferno,Liquid,20,Luminosity,22
14/9/15,mirage,Conquest,16,CLG,14
14/9/15,cobblestone,CLG,13,Conquest,16
14/9/15,train,Conquest,13,CLG,16
13/9/15,overpass,CLG,14,Liquid,16
13/9/15,cobblestone,Liquid,16,CLG,6
13/9/15,dust2,Nostalgie,16,Pries,13
13/9/15,overpass,Pries,7,Nostalgie,16
13/9/15,dust2,ESC,14,eBettle,16
13/9/15,cobblestone,ESC,5,eBettle,16
13/9/15,mirage,eBettle,11,ESC,16
13/9/15,inferno,MIXCAT,16,Reason,3
13/9/15,cobblestone,Reason,16,MIXCAT,13
13/9/15,dust2,Reason,1,MIXCAT,16
13/9/15,inferno,Conquest,21,Luminosity,25
13/9/15,cobblestone,Luminosity,19,Conquest,22
13/9/15,train,Conquest,14,Luminosity,16
13/9/15,cache,ESC,16,Epsilon,13
13/9/15,mirage,Epsilon,13,ESC,16
13/9/15,mirage,Reason,7,dignitas,16
13/9/15,dust2,dignitas,16,Reason,13
13/9/15,dust2,Dobry&Gaming,16,MIXCAT,12
13/9/15,cache,Dobry&Gaming,16,MIXCAT,5
13/9/15,dust2,"London C",12,Dobry&Gaming,16
13/9/15,overpass,Dobry&Gaming,16,"London C",11
13/9/15,cobblestone,MIXCAT,16,SK,14
13/9/15,dust2,MIXCAT,16,SK,14
13/9/15,cobblestone,"LDLC Blue",5,Reason,16
13/9/15,dust2,Reason,16,"LDLC Blue",10
13/9/15,inferno,k1ck,18,dignitas,21
13/9/15,overpass,k1ck,9,dignitas,16
13/9/15,cache,ARMADA,3,CSGO-Saloon,16
13/9/15,inferno,ARMADA,14,CSGO-Saloon,16
13/9/15,cobblestone,CSGO-Saloon,12,ARMADA,16
13/9/15,cache,"Space Soldiers",13,Reason,16
13/9/15,cobblestone,Reason,16,"Space Soldiers",8
13/9/15,cache,"London C",16,x6tence,5
13/9/15,mirage,"London C",13,x6tence,16
13/9/15,dust2,x6tence,7,"London C",16
13/9/15,dust2,PENTA,8,"LDLC Blue",16
13/9/15,inferno,"LDLC Blue",16,PENTA,1
13/9/15,mirage,"LDLC Blue",9,PENTA,16
13/9/15,cobblestone,k1ck,26,"Worst Players",20
13/9/15,train,k1ck,16,"Worst Players",4
13/9/15,cache,OverGaming,8,Dobry&Gaming,16
13/9/15,overpass,Dobry&Gaming,16,OverGaming,3
13/9/15,mirage,dignitas,16,AWTR,12
13/9/15,overpass,dignitas,16,AWTR,8
13/9/15,overpass,"Night Raid",10,SK,16
13/9/15,inferno,"Night Raid",4,SK,16
13/9/15,inferno,Torpedo,12,MIXCAT,16
13/9/15,mirage,MIXCAT,14,Torpedo,16
13/9/15,cache,Torpedo,14,MIXCAT,16
13/9/15,mirage,faithIN,13,CSGO-Saloon,16
13/9/15,dust2,CSGO-Saloon,16,faithIN,10
13/9/15,cache,FLUGGENKK,5,ARMADA,16
13/9/15,inferno,ARMADA,16,FLUGGENKK,13
13/9/15,train,Liquid,16,3sUP,14
13/9/15,cache,3sUP,6,Liquid,16
13/9/15,cache,CLG,16,compLexity,5
13/9/15,cobblestone,CLG,16,compLexity,11
12/9/15,dust2,Coast,20,Conquest,22
12/9/15,cobblestone,Conquest,16,Coast,6
12/9/15,cache,x6tence,16,KOWABUNGA,7
12/9/15,cobblestone,Luminosity,16,Mythic,8
12/9/15,cache,Luminosity,16,Mythic,13
12/9/15,overpass,Mythic,16,Luminosity,8
12/9/15,mirage,Epsilon,7,AWTR,16
12/9/15,cobblestone,eaZyQuaL,3,"Space Soldiers",16
12/9/15,inferno,KappaKappa,13,"Night Raid",16
12/9/15,cache,OverGaming,16,KILLERFISH,0
12/9/15,dust2,"LDLC Blue",16,"Vega Squadron",4
12/9/15,mirage,volgare,11,MIXCAT,16
12/9/15,mirage,"Los Jefes",12,"Worst Players",16
12/9/15,mirage,Insidious,5,Skyred,16
12/9/15,mirage,Mythic,16,"Games Academy",5
12/9/15,dust2,"Games Academy",8,Mythic,16
12/9/15,inferno,nxl,15,TyLoo,19
12/9/15,mirage,Virtus.pro,16,TSM,14
12/9/15,cobblestone,Virtus.pro,16,TSM,7
12/9/15,dust2,TSM,16,Virtus.pro,3
12/9/15,train,Virtus.pro,16,TSM,7
12/9/15,overpass,TSM,16,Virtus.pro,13
12/9/15,cache,Insidious,16,MOTV,11
12/9/15,dust2,Skyred,16,Brutality,9
12/9/15,mirage,TyLoo,16,Penguin,1
12/9/15,cache,MiTH,2,nxl,16
12/9/15,dust2,Mythic,16,Conquest,7
12/9/15,mirage,Mythic,7,Conquest,16
12/9/15,cache,Mythic,26,Conquest,21
12/9/15,inferno,Mythic,16,Method,9
12/9/15,overpass,Method,16,Mythic,8
12/9/15,dust2,Mythic,16,Method,12
12/9/15,dust2,compLexity,16,3sUP,8
12/9/15,train,compLexity,16,3sUP,13
12/9/15,inferno,Conquest,16,"Games Academy",14
12/9/15,cobblestone,"Games Academy",1,Conquest,16
12/9/15,mirage,Liquid,16,Luminosity,7
12/9/15,cache,Luminosity,8,Liquid,16
12/9/15,cobblestone,Liquid,16,Luminosity,9
12/9/15,overpass,Luminosity,21,Liquid,19
11/9/15,dust2,E-frag.net,16,Pries,9
11/9/15,cache,E-frag.net,16,Pries,10
11/9/15,cache,fnatic,4,Virtus.pro,16
11/9/15,train,Virtus.pro,16,fnatic,5
11/9/15,cobblestone,Virtus.pro,7,fnatic,16
11/9/15,mirage,QeeYou,16,AbsoluteTerror,7
11/9/15,mirage,"Vega Squadron",16,Nostalgie,6
11/9/15,cache,Nostalgie,3,"Vega Squadron",16
11/9/15,dust2,TheMongolz,16,MVP.karnal,14
11/9/15,dust2,AbsoluteTerror,16,"Miraculous Hawks",1
11/9/15,inferno,NiP,10,TSM,16
11/9/15,mirage,TSM,16,NiP,8
11/9/15,dust2,TSM,7,NiP,16
11/9/15,dust2,Nostalgie,8,E-frag.net,16
11/9/15,mirage,Nostalgie,16,E-frag.net,4
11/9/15,overpass,E-frag.net,16,Nostalgie,8
11/9/15,inferno,m0nster,7,QeeYou,16
11/9/15,cache,MVP.karnal,16,"Virtual Impact",4
11/9/15,mirage,TheMongolz,16,DeToNator,9
11/9/15,inferno,fnatic,16,Titan,13
11/9/15,train,Titan,5,fnatic,16
11/9/15,inferno,EnVyUs,7,NiP,16
11/9/15,dust2,EnVyUs,13,NiP,16
11/9/15,dust2,compLexity,16,Method,11
11/9/15,inferno,Method,12,compLexity,16
11/9/15,overpass,CLG,13,Liquid,16
11/9/15,train,Liquid,11,CLG,16
11/9/15,mirage,CLG,14,Liquid,16
11/9/15,dust2,CLG,4,Liquid,16
11/9/15,cache,CLG,16,Liquid,14
10/9/15,cobblestone,"Natus Vincere",10,Titan,16
10/9/15,cobblestone,eBettle,10,SK,16
10/9/15,dust2,eBettle,14,SK,16
10/9/15,inferno,dignitas,16,PENTA,7
10/9/15,mirage,PENTA,7,dignitas,16
10/9/15,mirage,eBettle,16,ESC,9
10/9/15,dust2,fnatic,17,TSM,19
10/9/15,inferno,FlipSid3,16,PENTA,7
10/9/15,mirage,PENTA,10,FlipSid3,16
10/9/15,dust2,NiP,19,Cloud9,16
10/9/15,cache,E-frag.net,16,"Vega Squadron",13
10/9/15,dust2,E-frag.net,12,"Vega Squadron",16
10/9/15,mirage,E-frag.net,19,"Vega Squadron",17
10/9/15,cache,EnVyUs,7,Virtus.pro,16
10/9/15,train,SK,16,eBettle,6
10/9/15,overpass,SK,16,eBettle,14
10/9/15,mirage,SK,3,eBettle,16
10/9/15,overpass,"Natus Vincere",10,TSM,16
10/9/15,cobblestone,fnatic,16,Titan,6
10/9/15,mirage,NiP,7,Virtus.pro,16
10/9/15,cobblestone,Cloud9,12,EnVyUs,16
10/9/15,overpass,Enemy,8,Luminosity,16
10/9/15,inferno,Luminosity,12,Enemy,16
10/9/15,overpass,Luminosity,16,CLG,4
10/9/15,cobblestone,Luminosity,14,CLG,16
10/9/15,mirage,CLG,14,Luminosity,16
10/9/15,dust2,Mythic,16,3sUP,7
10/9/15,mirage,3sUP,22,Mythic,18
10/9/15,overpass,Liquid,16,Method,13
10/9/15,cache,Method,10,Liquid,16
9/9/15,inferno,SK,10,FlipSid3,16
9/9/15,overpass,SK,10,FlipSid3,16
9/9/15,mirage,KappaKappa,11,ESC,16
9/9/15,dust2,KILLERFISH,16,Caseking,2
9/9/15,cache,Caseking,7,KILLERFISH,16
9/9/15,mirage,Pries,8,"Vega Squadron",16
9/9/15,cache,Pries,6,"Vega Squadron",16
9/9/15,overpass,dignitas,16,HellRaisers,3
9/9/15,cobblestone,HellRaisers,16,dignitas,10
9/9/15,mirage,volgare,15,Property,19
9/9/15,cobblestone,Property,16,volgare,7
9/9/15,dust2,31337,10,ATB,16
9/9/15,mirage,ATB,10,31337,16
9/9/15,cache,31337,9,ATB,16
9/9/15,dust2,ESC,8,eBettle,16
9/9/15,mirage,eBettle,16,ESC,3
9/9/15,cache,PENTA,9,myKPV,16
9/9/15,overpass,PENTA,16,myKPV,12
9/9/15,overpass,Property,12,"Worst Players",16
9/9/15,cache,"Worst Players",10,Property,16
9/9/15,train,SK,16,KappaKappa,9
9/9/15,cobblestone,KappaKappa,12,SK,16
9/9/15,overpass,CLG,16,Liquid,14
9/9/15,cobblestone,Liquid,4,CLG,16
9/9/15,mirage,"Natus Vincere",11,Kinguin,16
9/9/15,cobblestone,CLG,16,Mortality,10
9/9/15,dust2,CLG,12,Mortality,16
9/9/15,overpass,"Natus Vincere",19,Titan,15
9/9/15,train,Method,11,Luminosity,16
9/9/15,dust2,Luminosity,16,Method,4
8/9/15,cache,"Los Jefes",12,nerdRage,16
8/9/15,mirage,"Natus Vincere",22,Virtus.pro,18
8/9/15,mirage,"Worst Players",14,"Los Jefes",16
8/9/15,inferno,AlienTech,8,Reason,16
8/9/15,cobblestone,Reason,16,AlienTech,14
8/9/15,overpass,"Gdansk Lions",16,ESC,11
8/9/15,mirage,"Gdansk Lions",9,ESC,16
8/9/15,inferno,"Gdansk Lions",16,ESC,13
8/9/15,train,HellRaisers,14,Dobry&Gaming,16
8/9/15,overpass,Dobry&Gaming,9,HellRaisers,16
8/9/15,mirage,Kinguin,16,Titan,5
8/9/15,dust2,Kinguin,11,Titan,16
8/9/15,train,Kinguin,16,Titan,13
8/9/15,mirage,nerdRage,16,"Worst Players",10
8/9/15,train,"Worst Players",21,nerdRage,18
8/9/15,dust2,nerdRage,16,"Worst Players",13
8/9/15,cache,Planetkey,16,uX,11
8/9/15,cache,"Los Jefes",21,KILLERFISH,17
8/9/15,cobblestone,"Natus Vincere",16,mousesports,13
8/9/15,overpass,E-frag.net,8,Virtus.pro,16
8/9/15,cache,E-frag.net,16,MiA,4
8/9/15,dust2,mousesports,16,CSGO-Saloon,6
8/9/15,dust2,FolloweSports.com,5,Conquest,16
8/9/15,cache,FolloweSports.com,9,Conquest,16
8/9/15,inferno,Virtus.pro,8,Titan,16
8/9/15,train,Virtus.pro,10,Titan,16
8/9/15,overpass,Titan,15,Virtus.pro,19
7/9/15,inferno,Choke,16,CeX,4
7/9/15,dust2,fm-eSports,10,fish123,16
7/9/15,overpass,eBettle,3,SK,16
7/9/15,cobblestone,SK,16,eBettle,10
7/9/15,inferno,nerdRage,16,"Los Jefes",13
7/9/15,cache,"Los Jefes",9,nerdRage,16
7/9/15,train,Enso,16,Phenomenon,19
7/9/15,mirage,Phenomenon,16,Enso,4
7/9/15,overpass,"United Estonia",10,Infused,16
7/9/15,inferno,"Natus Vincere",11,Kinguin,16
7/9/15,dust2,"Natus Vincere",4,Kinguin,16
7/9/15,mirage,"Natus Vincere",16,Kinguin,5
7/9/15,dust2,RCTIC,7,INFINITY,16
7/9/15,mirage,RCTIC,10,INFINITY,16
7/9/15,cache,CSGOCasino.net,16,GLG,3
7/9/15,mirage,"Vega Squadron",14,Pries,16
7/9/15,cache,Pries,16,"Vega Squadron",8
7/9/15,overpass,KILLERFISH,12,"Worst Players",16
7/9/15,mirage,KILLERFISH,16,"Worst Players",13
7/9/15,dust2,"Worst Players",16,KILLERFISH,2
7/9/15,cobblestone,Titan,16,mousesports,9
7/9/15,overpass,mousesports,3,Titan,16
