Date,Map,Visitor/Neutral,PTS,Home/Neutral,PTS
24/10/15,dust2,Choke,16,Infused,10
24/10/15,mirage,"Keyd Stars",16,k1ck,5
24/10/15,cobblestone,k1ck,7,"Keyd Stars",16
24/10/15,mirage,Gosu,16,Quintic,6
24/10/15,cache,Quintic,6,Gosu,16
24/10/15,mirage,"Leader-1 Red",3,SoF,16
24/10/15,overpass,SoF,7,"Leader-1 Red",16
24/10/15,cache,"Leader-1 Red",3,SoF,16
23/10/15,cache,"KoN Finland",16,"KoN Denmark",2
23/10/15,train,FlipSid3,16,CSGL,11
23/10/15,mirage,FlipSid3,14,CSGL,16
23/10/15,cache,FlipSid3,16,CSGL,6
23/10/15,cache,"KoN Norway",9,"KoN Denmark",16
23/10/15,cache,"LDLC White",16,DenDD,9
23/10/15,cobblestone,"LDLC White",12,DenDD,16
23/10/15,mirage,ttc,5,"Vega Squadron",16
23/10/15,dust2,ttc,7,"Vega Squadron",16
23/10/15,cache,"KoN Sweden",13,"KoN Denmark",16
23/10/15,cobblestone,PiTER,16,"Epiphany Bolt",11
23/10/15,train,PiTER,16,"Epiphany Bolt",11
23/10/15,inferno,Winterfox,16,Enemy,8
23/10/15,inferno,Method,16,Winterfox,13
23/10/15,cache,CLG,6,compLexity,16
23/10/15,cobblestone,CLG,11,compLexity,16
23/10/15,train,compLexity,11,CLG,16
23/10/15,dust2,Method,16,Luminosity,5
23/10/15,mirage,Luminosity,16,FolloweSports.com,10
23/10/15,overpass,Enemy,2,Liquid,16
23/10/15,inferno,Enemy,7,Liquid,16
22/10/15,cache,Titan,16,SK,14
22/10/15,inferno,"LDLC White",13,HellRaisers,16
22/10/15,cobblestone,HellRaisers,16,"LDLC White",11
22/10/15,dust2,uX,16,Caseking,9
22/10/15,cache,Caseking,8,uX,16
22/10/15,cache,"Epiphany Bolt",16,PiTER,14
22/10/15,mirage,TSM,20,fnatic,22
22/10/15,train,SK,16,PENTA,6
22/10/15,overpass,DenDD,12,Virtus.pro,16
22/10/15,mirage,Virtus.pro,16,DenDD,7
22/10/15,cache,"No Problem!",6,KILLERFISH,16
22/10/15,cobblestone,"No Problem!",13,KILLERFISH,16
22/10/15,overpass,NiP,11,"Natus Vincere",16
22/10/15,mirage,PiTER,16,stfuNerd,6
22/10/15,train,PENTA,10,Virtus.pro,16
22/10/15,inferno,NiP,6,"Natus Vincere",16
22/10/15,dust2,TSM,16,GreyFace,11
22/10/15,overpass,GreyFace,6,TSM,16
22/10/15,inferno,Vexed,11,E-frag.net,16
22/10/15,overpass,E-frag.net,16,Vexed,13
22/10/15,dust2,uX,16,private,3
22/10/15,inferno,private,2,uX,16
22/10/15,cobblestone,"Epiphany Bolt",16,stfuNerd,13
22/10/15,dust2,"Epiphany Bolt",16,stfuNerd,9
22/10/15,overpass,Conquest,16,Cloud9,6
22/10/15,mirage,ex-eLevate,16,Winterfox,13
22/10/15,cobblestone,Cloud9,16,3sUP,6
22/10/15,mirage,Winterfox,19,3sUP,16
22/10/15,cobblestone,compLexity,16,ex-eLevate,9
22/10/15,overpass,Winterfox,16,Luminosity,7
22/10/15,cobblestone,Liquid,16,Cloud9,12
21/10/15,mirage,PiTER,16,ESC,10
21/10/15,cobblestone,fnatic,16,HellRaisers,13
21/10/15,cobblestone,fnatic,16,PENTA,7
21/10/15,cache,NiP,16,G2,10
21/10/15,overpass,E-frag.net,16,Vexed,13
21/10/15,inferno,Vexed,5,E-frag.net,16
21/10/15,cache,Reaction,1,Publiclir.se,16
21/10/15,inferno,PENTA,3,Titan,16
21/10/15,overpass,TSM,5,Virtus.pro,16
21/10/15,mirage,dignitas,19,FlipSid3,17
21/10/15,inferno,dignitas,16,FlipSid3,7
21/10/15,dust2,stfuNerd,16,ESC,10
21/10/15,cache,stfuNerd,13,ESC,16
21/10/15,mirage,stfuNerd,19,ESC,16
21/10/15,train,fnatic,6,EnVyUs,16
21/10/15,cobblestone,NiP,16,mousesports,8
21/10/15,dust2,Titan,11,G2,16
21/10/15,overpass,Torpedo,14,ttc,16
21/10/15,dust2,Torpedo,16,ttc,13
21/10/15,train,ttc,16,Torpedo,12
21/10/15,cache,E-frag.net,16,Orgless,8
21/10/15,inferno,E-frag.net,16,Orgless,10
21/10/15,mirage,"Epiphany Bolt",16,PiTER,5
21/10/15,train,PiTER,9,"Epiphany Bolt",16
21/10/15,cobblestone,PiTER,22,"Epiphany Bolt",19
21/10/15,train,Coastless,16,Winterfox,7
21/10/15,dust2,ex-eLevate,16,FolloweSports.com,5
21/10/15,train,ex-eLevate,16,FolloweSports.com,8
21/10/15,cobblestone,ex-eLevate,7,FolloweSports.com,16
21/10/15,overpass,Enemy,9,Conquest,16
21/10/15,inferno,Cloud9,6,Liquid,16
21/10/15,cobblestone,FolloweSports.com,8,Cloud9,16
21/10/15,cobblestone,Liquid,21,ex-eLevate,17
20/10/15,inferno,fnatic,16,G2,12
20/10/15,dust2,uPGaming.hellfive,8,"Keyd Stars",16
20/10/15,train,Vexed,9,Planetkey,16
20/10/15,dust2,Vexed,8,Planetkey,16
20/10/15,mirage,"No Problem!",20,"London C",26
20/10/15,cache,HellRaisers,10,G2,16
20/10/15,dust2,Titan,16,EnVyUs,12
20/10/15,train,FTW,10,BulletsRage.Pro,16
20/10/15,mirage,PENTA,16,Infused,13
20/10/15,dust2,PENTA,16,Infused,12
20/10/15,inferno,private,16,Vination,5
20/10/15,train,private,16,Vination,13
20/10/15,mirage,stfuNerd,17,"No Problem!",21
20/10/15,train,"Natus Vincere",16,Titan,13
20/10/15,mirage,fnatic,16,HellRaisers,8
20/10/15,mirage,TSM,13,EnVyUs,16
20/10/15,train,KILLERFISH,18,CSGL,21
20/10/15,cobblestone,KILLERFISH,16,CSGL,7
20/10/15,cache,Reason,16,"Epiphany Bolt",12
20/10/15,inferno,Reason,12,"Epiphany Bolt",16
20/10/15,cobblestone,"Epiphany Bolt",7,Reason,16
20/10/15,overpass,HellRaisers,11,Virtus.pro,16
20/10/15,cobblestone,TSM,16,PENTA,1
20/10/15,dust2,EnVyUs,14,NiP,16
20/10/15,mirage,Virtus.pro,11,TSM,16
20/10/15,mirage,dignitas,16,PENTA,11
20/10/15,train,Titan,16,fnatic,10
20/10/15,overpass,"London C",16,"No Problem!",13
20/10/15,mirage,"No Problem!",2,"London C",16
20/10/15,cache,"London C",10,"No Problem!",16
20/10/15,dust2,Seelachs,15,uX,19
20/10/15,mirage,Seelachs,16,uX,14
20/10/15,cache,Seelachs,7,uX,16
20/10/15,train,Enervate,12,HD4R,16
20/10/15,dust2,Enervate,9,HD4R,16
20/10/15,cache,HD4R,3,Enervate,16
20/10/15,cache,Cloud9,16,Winterfox,11
20/10/15,mirage,CLG,16,FolloweSports.com,14
19/10/15,inferno,k1ck,16,BulletsRage.Pro,12
19/10/15,inferno,"FTW.Aca Prinfor",9,"Keyd Stars",16
19/10/15,cache,dignitas,16,SK,8
19/10/15,inferno,nerdRage,12,stfuNerd,16
19/10/15,inferno,TSM,16,Titan,5
19/10/15,dust2,Titan,12,TSM,16
19/10/15,mirage,Platinium,8,"LDLC Blue",16
19/10/15,dust2,Platinium,16,"LDLC Blue",11
19/10/15,inferno,"LDLC Blue",16,Platinium,6
19/10/15,cache,Virtus.pro,16,fnatic,19
19/10/15,overpass,Vexed,5,"Natus Vincere",16
19/10/15,train,"Natus Vincere",16,Vexed,2
19/10/15,inferno,"London C",16,nerdRage,3
19/10/15,cache,"London C",16,nerdRage,7
19/10/15,mirage,dignitas,16,HellRaisers,9
19/10/15,dust2,"LDLC White",16,Pulse,4
19/10/15,cache,"LDLC White",16,Pulse,4
19/10/15,cache,Reason,17,CSGL,21
19/10/15,cobblestone,CSGL,16,Reason,8
19/10/15,overpass,dignitas,5,"Natus Vincere",16
19/10/15,dust2,SK,4,HellRaisers,16
19/10/15,mirage,stfuNerd,12,"No Problem!",16
19/10/15,cobblestone,"No Problem!",16,stfuNerd,7
19/10/15,cache,PiTER,9,fnatic,16
19/10/15,mirage,PiTER,7,fnatic,16
19/10/15,mirage,Pries,18,ACG,22
19/10/15,cache,Pries,2,ACG,16
19/10/15,inferno,Torqued,16,Enemy,13
19/10/15,overpass,Torqued,16,Enemy,8
19/10/15,mirage,3sUP,16,Method,13
19/10/15,cobblestone,Winterfox,14,Conquest,16
19/10/15,train,Tectonic,5,Enemy,16
19/10/15,overpass,Method,3,Conquest,16
19/10/15,mirage,"Roca's compLexity",8,Tectonic,16
19/10/15,dust2,3sUP,1,FolloweSports.com,16
19/10/15,cache,Tectonic,16,"Suck Brick Kids",6
19/10/15,mirage,Winterfox,16,compLexity,12
19/10/15,mirage,SetToDestroyX,13,"Suck Brick Kids",16
19/10/15,mirage,WinOut.net,7,"Roca's compLexity",16
19/10/15,dust2,compLexity,13,FolloweSports.com,16
19/10/15,inferno,Enemy,7,Torqued,16
19/10/15,cache,Enemy,16,Torqued,13
19/10/15,cobblestone,Enemy,2,Torqued,16
18/10/15,cache,"Reap What You Sow",13,"Roca's compLexity",16
18/10/15,mirage,TSM,16,dignitas,6
18/10/15,cobblestone,FlipSid3,16,CSGL,10
18/10/15,overpass,CSGL,11,FlipSid3,16
18/10/15,inferno,Tectonic,7,Enemy,16
18/10/15,cache,Enemy,16,Tectonic,13
18/10/15,cache,WinOut.net,13,Torqued,16
18/10/15,mirage,WinOut.net,4,Torqued,16
18/10/15,cobblestone,SetToDestroyX,16,Forbidden,12
18/10/15,train,fnatic,19,Virtus.pro,17
18/10/15,dust2,PENTA,7,KILLERFISH,16
18/10/15,cobblestone,KILLERFISH,16,PENTA,6
18/10/15,inferno,G2,16,Orgless,3
18/10/15,train,G2,16,Orgless,9
18/10/15,cobblestone,"CLG Red",8,"Suck Brick Kids",16
18/10/15,dust2,"Reap What You Sow",16,Dynasty,10
18/10/15,cache,Reason,16,SK,7
18/10/15,cobblestone,SK,17,Reason,19
18/10/15,cache,TSM,19,"Natus Vincere",16
18/10/15,cache,PENTA,16,Virtus.pro,8
18/10/15,inferno,"Project Skyline",17,DSS,19
18/10/15,mirage,"Project Skyline",5,DSS,16
18/10/15,cache,Eanix,5,"Roca's compLexity",16
18/10/15,cobblestone,"CLG Red",3,Torqued,16
18/10/15,dust2,Torqued,16,"CLG Red",9
18/10/15,cobblestone,EnVyUs,16,dignitas,3
18/10/15,inferno,EnVyUs,16,dignitas,4
18/10/15,overpass,Reason,13,FlipSid3,16
18/10/15,cobblestone,FlipSid3,16,Reason,13
18/10/15,inferno,NiP,12,Virtus.pro,16
18/10/15,overpass,SetToDestroyX,13,WinOut.net,16
18/10/15,cobblestone,SetToDestroyX,25,WinOut.net,22
18/10/15,mirage,WinOut.net,16,SetToDestroyX,3
18/10/15,cache,CSGL,6,E-frag.net,16
18/10/15,mirage,CSGL,16,E-frag.net,13
18/10/15,cache,HellRaisers,16,TSM,8
18/10/15,mirage,HellRaisers,6,TSM,16
18/10/15,dust2,EnVyUs,16,Virtus.pro,5
18/10/15,cache,"The Mooninites",20,"Suck Brick Kids",22
18/10/15,overpass,PENTA,3,HellRaisers,16
18/10/15,mirage,"Roca's compLexity",10,Tectonic,16
18/10/15,cobblestone,"Roca's compLexity",16,Tectonic,14
18/10/15,cache,Tectonic,16,"Roca's compLexity",6
18/10/15,train,Enemy,16,Dynasty,10
18/10/15,cache,Enemy,16,Dynasty,2
18/10/15,cache,"Pugs not Drugs",7,"Reap What You Sow",16
18/10/15,dust2,Enervate,16,"Project Skyline",3
18/10/15,mirage,Enervate,16,"Project Skyline",2
18/10/15,cache,Immunity,9,Renegades,16
18/10/15,cache,"Animal Squad",21,fSociety,18
18/10/15,cobblestone,Chiefs,3,Exile5,16
18/10/15,cache,compLexity,25,FolloweSports.com,21
18/10/15,train,Winterfox,12,compLexity,16
18/10/15,train,Eanix,9,"CLG Red",16
18/10/15,mirage,"CLG Red",16,Eanix,14
18/10/15,mirage,"Pugs not Drugs",7,WinOut.net,16
18/10/15,train,WinOut.net,16,"Pugs not Drugs",10
18/10/15,dust2,"Reap What You Sow",9,SetToDestroyX,16
18/10/15,cobblestone,SetToDestroyX,16,"Reap What You Sow",3
18/10/15,train,3sUP,16,FolloweSports.com,10
18/10/15,cache,"Roca's compLexity",16,"The Mooninites",9
18/10/15,inferno,"The Mooninites",7,"Roca's compLexity",16
18/10/15,dust2,Method,7,Conquest,16
18/10/15,cobblestone,Dynasty,16,Forbidden,11
18/10/15,train,Forbidden,6,Dynasty,16
18/10/15,mirage,Forbidden,16,Dynasty,6
18/10/15,cobblestone,"Suck Brick Kids",6,Tectonic,16
18/10/15,overpass,Tectonic,25,"Suck Brick Kids",21
18/10/15,inferno,Conquest,16,Winterfox,13
18/10/15,train,Method,16,3sUP,1
17/10/15,train,NiP,16,PENTA,4
17/10/15,cobblestone,TMVG,8,RCTIC,16
17/10/15,dust2,TMVG,13,RCTIC,16
17/10/15,overpass,PENTA,16,EnVyUs,12
17/10/15,dust2,dignitas,8,NiP,16
17/10/15,cache,dignitas,8,EnVyUs,16
17/10/15,overpass,Recursive,16,JDWI,10
17/10/15,cache,JDWI,16,Recursive,13
17/10/15,mirage,JDWI,1,Recursive,16
17/10/15,cache,inchk1ng,11,TyLoo,16
17/10/15,inferno,PENTA,3,TSM,16
17/10/15,dust2,MVP.karnal,16,Penguin,8
17/10/15,mirage,Planetkey,16,"EYES ON U",14
17/10/15,cache,"EYES ON U",16,Planetkey,11
17/10/15,dust2,"EYES ON U",5,Planetkey,16
17/10/15,overpass,KILLERFISH,16,PENTA,6
17/10/15,mirage,PENTA,16,KILLERFISH,9
17/10/15,dust2,TMVG,16,JDWI,9
17/10/15,inferno,TMVG,16,JDWI,4
17/10/15,overpass,MVP.karnal,2,TyLoo,16
17/10/15,mirage,inchk1ng,16,Penguin,4
17/10/15,overpass,RCTIC,16,Recursive,12
17/10/15,train,RCTIC,16,Recursive,10
17/10/15,overpass,KILLERFISH,16,"EYES ON U",13
17/10/15,mirage,KILLERFISH,28,"EYES ON U",24
17/10/15,cache,PENTA,16,Planetkey,12
17/10/15,dust2,PENTA,16,Planetkey,7
17/10/15,mirage,PENTA,12,Planetkey,16
17/10/15,cache,"Animal Squad",11,Chiefs,16
17/10/15,cache,Exile5,8,Renegades,16
17/10/15,cache,Immunity,16,fSociety,9
16/10/15,cache,"KoN Norway",3,"KoN Finland",16
16/10/15,cache,"KoN Sweden",14,"KoN Norway",16
16/10/15,inferno,"KoN Norway",16,"KoN Denmark",14
16/10/15,mirage,PiTER,16,ACG,10
16/10/15,cobblestone,PiTER,16,ACG,14
16/10/15,cache,TheMongolz,16,TwistoFate,4
16/10/15,overpass,"Epiphany Bolt",6,ESC,16
16/10/15,train,ESC,16,"Epiphany Bolt",7
16/10/15,cache,"Epiphany Bolt",16,ESC,14
16/10/15,mirage,"Natus Vincere",14,Virtus.pro,16
16/10/15,inferno,Virtus.pro,16,"Natus Vincere",14
16/10/15,train,"Natus Vincere",13,Virtus.pro,16
16/10/15,cobblestone,Virtus.pro,9,"Natus Vincere",16
16/10/15,dust2,m0nster,10,J2G,16
16/10/15,inferno,TheMongolz,16,m0nster,3
16/10/15,cache,J2G,12,TwistoFate,16
16/10/15,mirage,Exile5,10,fSociety,16
16/10/15,cobblestone,Renegades,16,Chiefs,5
16/10/15,mirage,Immunity,9,"Animal Squad",16
16/10/15,mirage,Luminosity,16,Method,3
16/10/15,cache,Liquid,16,CLG,11
16/10/15,cobblestone,CLG,13,Liquid,16
16/10/15,overpass,Winterfox,4,CLG,16
16/10/15,cache,Luminosity,21,compLexity,19
16/10/15,overpass,Cloud9,16,Winterfox,3
16/10/15,train,Liquid,16,compLexity,12
16/10/15,overpass,3sUP,16,CLG,13
16/10/15,train,compLexity,4,Cloud9,16
16/10/15,overpass,Luminosity,9,Liquid,16
15/10/15,inferno,uPGaming.hellfive,9,AlienTech,16
15/10/15,train,G2,12,CSGL,16
15/10/15,cache,CSGL,10,G2,16
15/10/15,cobblestone,PENTA,5,Titan,16
15/10/15,dust2,Titan,16,PENTA,3
15/10/15,dust2,3v,10,FTW,16
15/10/15,cache,ExAequo,16,iDomina,5
15/10/15,dust2,ExAequo,16,iDomina,2
15/10/15,cache,TES,12,"Easy Fix",16
15/10/15,mirage,"Easy Fix",13,TES,16
15/10/15,cache,"RIP Fonty",8,"Swag Silicone",16
15/10/15,mirage,"Swag Silicone",21,"RIP Fonty",16
15/10/15,train,dignitas,16,mousesports,13
15/10/15,cache,KILLERFISH,16,"LDLC White",11
15/10/15,cobblestone,"LDLC White",9,KILLERFISH,16
15/10/15,cache,XPC,6,Infused,16
15/10/15,mirage,XPC,5,Infused,16
15/10/15,inferno,NiP,16,TSM,9
15/10/15,cache,NiP,16,TSM,12
15/10/15,dust2,TSM,16,NiP,13
15/10/15,mirage,fnatic,16,dignitas,9
15/10/15,train,CSGL,16,FlipSid3,13
15/10/15,cobblestone,FlipSid3,5,CSGL,16
15/10/15,mirage,PiTER,10,"Natus Vincere",16
15/10/15,cobblestone,"Natus Vincere",16,PiTER,9
15/10/15,train,BX3,10,ESC,16
15/10/15,mirage,ESC,16,BX3,14
15/10/15,inferno,BX3,11,ESC,16
15/10/15,dust2,TSM,16,mousesports,13
15/10/15,cache,E-frag.net,16,Planetkey,4
15/10/15,dust2,E-frag.net,16,Planetkey,6
15/10/15,cobblestone,Titan,13,TSM,16
15/10/15,cache,HD4R,16,DSS,10
15/10/15,dust2,DSS,9,HD4R,16
15/10/15,mirage,FlipSid3,6,dignitas,16
15/10/15,overpass,dignitas,16,FlipSid3,6
15/10/15,inferno,dignitas,12,FlipSid3,16
15/10/15,overpass,mousesports,9,CSGL,16
15/10/15,cobblestone,CSGL,16,mousesports,10
15/10/15,train,fnatic,16,Vexed,13
15/10/15,overpass,fnatic,16,Vexed,14
15/10/15,inferno,NiP,16,HellRaisers,4
15/10/15,overpass,NiP,16,HellRaisers,13
15/10/15,cobblestone,"European Misfits",4,Enervate,16
15/10/15,mirage,Enervate,16,"European Misfits",11
15/10/15,cache,Enervate,5,"European Misfits",16
15/10/15,dust2,Winterfox,10,Liquid,16
15/10/15,cache,Liquid,16,Winterfox,7
15/10/15,dust2,3sUP,16,Conquest,10
15/10/15,cache,3sUP,14,Liquid,16
15/10/15,overpass,Cloud9,16,Luminosity,7
15/10/15,train,FolloweSports.com,3,CLG,16
15/10/15,cobblestone,CLG,16,FolloweSports.com,1
15/10/15,cache,compLexity,2,Liquid,16
15/10/15,cache,Method,15,Winterfox,19
15/10/15,dust2,Liquid,17,Cloud9,19
15/10/15,train,Winterfox,3,Luminosity,16
14/10/15,mirage,NiP,10,EnVyUs,16
14/10/15,dust2,CSGL,9,E-frag.net,16
14/10/15,cache,E-frag.net,11,CSGL,16
14/10/15,cache,fnatic,5,EnVyUs,16
14/10/15,cache,"Keyd Stars",11,uPGaming.hellfive,16
14/10/15,dust2,TSM,13,NiP,16
14/10/15,cache,Arcade,10,Orgless,16
14/10/15,cobblestone,Orgless,16,Arcade,13
14/10/15,mirage,Arcade,16,Orgless,4
14/10/15,overpass,SK,11,DenDD,16
14/10/15,cobblestone,DenDD,16,SK,6
14/10/15,train,EnVyUs,13,"Natus Vincere",16
14/10/15,mirage,KILLERFISH,16,"Balkan Bears",3
14/10/15,cobblestone,"Balkan Bears",12,KILLERFISH,16
14/10/15,overpass,Titan,5,TSM,16
14/10/15,cache,HellRaisers,16,fnatic,14
14/10/15,inferno,mousesports,17,E-frag.net,19
14/10/15,overpass,E-frag.net,9,mousesports,16
14/10/15,overpass,Titan,16,"Natus Vincere",13
14/10/15,dust2,"Vega Squadron",8,RCTIC,16
14/10/15,mirage,RCTIC,2,"Vega Squadron",16
14/10/15,overpass,"Vega Squadron",17,RCTIC,19
14/10/15,cobblestone,HellRaisers,16,EnVyUs,14
14/10/15,cache,PENTA,16,"Natus Vincere",6
14/10/15,mirage,CSGL,5,FlipSid3,16
14/10/15,train,FlipSid3,16,CSGL,5
14/10/15,overpass,FlipSid3,21,CSGL,25
14/10/15,train,Vexed,7,SK,16
14/10/15,inferno,Vexed,16,SK,14
14/10/15,cobblestone,SK,16,Vexed,11
14/10/15,overpass,TSM,16,ttc,8
14/10/15,cache,TSM,16,ttc,7
14/10/15,cobblestone,Titan,15,mousesports,19
14/10/15,overpass,mousesports,16,Titan,12
14/10/15,cobblestone,"No Problem!",16,PiTER,13
14/10/15,cache,"No Problem!",10,PiTER,16
14/10/15,mirage,PiTER,16,"No Problem!",5
14/10/15,overpass,Enemy,16,Winterfox,2
14/10/15,cache,Winterfox,9,Enemy,16
14/10/15,cobblestone,compLexity,10,Luminosity,16
14/10/15,cache,CLG,16,Method,11
14/10/15,train,compLexity,16,Winterfox,0
14/10/15,overpass,Liquid,16,Winterfox,6
14/10/15,mirage,Luminosity,16,Conquest,11
14/10/15,dust2,ex-eLevate,6,Cloud9,16
14/10/15,dust2,ex-eLevate,16,Winterfox,5
14/10/15,train,Enemy,16,Coast,4
13/10/15,inferno,k1ck,16,3v,5
13/10/15,mirage,HellRaisers,14,mousesports,16
13/10/15,cobblestone,mousesports,14,HellRaisers,16
13/10/15,dust2,TSM,16,fnatic,3
13/10/15,dust2,G2,10,EnVyUs,16
13/10/15,mirage,"FTW.Aca Prinfor",8,AlienTech,16
13/10/15,dust2,TES,6,ExAequo,16
13/10/15,cobblestone,TES,9,ExAequo,16
13/10/15,mirage,"RIP Fonty",16,iDomina,7
13/10/15,overpass,"RIP Fonty",16,iDomina,8
13/10/15,mirage,Titan,8,mousesports,16
13/10/15,train,SK,16,nEophyte,9
13/10/15,mirage,nEophyte,12,SK,16
13/10/15,overpass,Titan,2,fnatic,16
13/10/15,cache,PiTER,12,Lions,16
13/10/15,cobblestone,PiTER,14,Lions,16
13/10/15,dust2,GreyFace,14,NiP,16
13/10/15,cache,GreyFace,12,NiP,16
13/10/15,dust2,G2,19,TSM,21
13/10/15,dust2,"Swag Silicone",7,"Easy Fix",16
13/10/15,mirage,"Easy Fix",9,"Swag Silicone",16
13/10/15,overpass,E-frag.net,10,"Natus Vincere",16
13/10/15,dust2,E-frag.net,16,"Natus Vincere",8
13/10/15,train,"Natus Vincere",16,E-frag.net,5
13/10/15,cache,Titan,16,mousesports,10
13/10/15,train,fnatic,3,EnVyUs,16
13/10/15,cache,PENTA,5,CSGL,16
13/10/15,mirage,CSGL,10,PENTA,16
13/10/15,overpass,Lions,16,"Vega Squadron",12
13/10/15,inferno,"Natus Vincere",19,dignitas,22
13/10/15,mirage,Titan,16,EnVyUs,11
13/10/15,dust2,E-frag.net,16,PENTA,3
13/10/15,cache,E-frag.net,16,PENTA,11
13/10/15,overpass,Vexed,12,DenDD,16
13/10/15,inferno,Vexed,16,DenDD,14
13/10/15,cobblestone,Vexed,14,DenDD,16
13/10/15,mirage,Lions,5,PiTER,16
13/10/15,overpass,Lions,11,PiTER,16
13/10/15,overpass,Torpedo,4,TSM,16
13/10/15,cache,TSM,19,Torpedo,15
13/10/15,mirage,HellRaisers,16,Orgless,14
13/10/15,dust2,HellRaisers,5,Orgless,16
13/10/15,cobblestone,Orgless,13,HellRaisers,16
12/10/15,mirage,"Vega Squadron",16,"No Problem!",5
12/10/15,cache,FlipSid3,19,volgare,16
12/10/15,inferno,FlipSid3,16,volgare,4
12/10/15,inferno,FTW,8,BulletsRage.Pro,16
12/10/15,cache,"Vega Squadron",8,Lions,16
12/10/15,inferno,Lions,16,"Vega Squadron",7
12/10/15,mirage,HellRaisers,14,DenDD,16
12/10/15,cobblestone,DenDD,12,HellRaisers,16
12/10/15,cache,E-frag.net,14,Orgless,16
12/10/15,train,E-frag.net,11,Orgless,16
12/10/15,cobblestone,"No Problem!",23,PiTER,26
12/10/15,cache,PiTER,8,"No Problem!",16
12/10/15,mirage,PiTER,16,"No Problem!",13
12/10/15,dust2,Luminosity,14,Liquid,16
12/10/15,overpass,Luminosity,13,Liquid,16
11/10/15,cache,Enervate,17,"Epiphany Bolt",19
11/10/15,cobblestone,Enervate,12,"Epiphany Bolt",16
11/10/15,cobblestone,Arcade,9,DenDD,16
11/10/15,mirage,Arcade,7,DenDD,16
11/10/15,mirage,Poland,14,France,16
11/10/15,cobblestone,Poland,4,France,16
11/10/15,dust2,Poland,8,France,16
11/10/15,train,France,9,Poland,16
11/10/15,mirage,France,16,Russia,11
11/10/15,cobblestone,Russia,16,France,19
11/10/15,dust2,Poland,16,Sweden,10
11/10/15,train,Sweden,7,Poland,16
11/10/15,cobblestone,Poland,14,Sweden,16
10/10/15,cache,France,16,Germany,7
10/10/15,cobblestone,Germany,2,France,16
10/10/15,mirage,Russia,16,Norway,10
10/10/15,dust2,Russia,10,Norway,16
10/10/15,overpass,Norway,16,Russia,19
10/10/15,inferno,SK,14,dignitas,16
10/10/15,overpass,dignitas,16,SK,13
10/10/15,mirage,dignitas,16,SK,14
10/10/15,cobblestone,Sweden,16,Canada,11
10/10/15,inferno,Canada,17,Sweden,19
10/10/15,dust2,Poland,16,Kyrgyzstan,12
10/10/15,train,Kyrgyzstan,7,Poland,16
10/10/15,cache,Luminosity,16,"Games Academy",14
10/10/15,cobblestone,Luminosity,16,"Games Academy",5
9/10/15,cobblestone,Torpedo,16,ESC,2
9/10/15,train,Torpedo,13,ESC,16
9/10/15,cache,Torpedo,16,ESC,12
9/10/15,dust2,Finland,16,Sweden,5
9/10/15,cache,"Easy Fix",14,ExAequo,16
9/10/15,dust2,ExAequo,16,"Easy Fix",7
9/10/15,mirage,Denmark,5,Sweden,16
9/10/15,dust2,Belgium,12,Norway,16
9/10/15,inferno,Norway,16,Belgium,19
9/10/15,mirage,Belgium,16,Norway,19
9/10/15,dust2,France,16,Netherlands,14
9/10/15,inferno,Netherlands,6,France,16
9/10/15,dust2,Reason,13,ESC,16
9/10/15,overpass,Reason,16,ESC,11
9/10/15,mirage,ESC,16,Reason,10
9/10/15,inferno,Norway,6,Sweden,16
9/10/15,dust2,Norway,10,Canada,16
9/10/15,dust2,Torpedo,16,"Epiphany Bolt",3
9/10/15,cobblestone,"Epiphany Bolt",9,Torpedo,16
9/10/15,train,Torpedo,8,"Epiphany Bolt",16
9/10/15,cobblestone,Poland,19,France,16
9/10/15,dust2,Belgium,16,Singapore,6
9/10/15,cache,USA,8,Netherlands,16
9/10/15,train,Belgium,9,Canada,16
9/10/15,cache,Poland,16,Netherlands,11
9/10/15,dust2,Singapore,3,Norway,16
9/10/15,dust2,France,16,USA,4
9/10/15,dust2,FolloweSports.com,1,Liquid,16
9/10/15,cobblestone,Liquid,16,FolloweSports.com,4
8/10/15,mirage,"RIP Fonty",14,TES,16
8/10/15,cache,"RIP Fonty",21,TES,18
8/10/15,dust2,iDomina,12,"Swag Silicone",16
8/10/15,mirage,"Swag Silicone",16,iDomina,8
8/10/15,mirage,Reason,12,Orgless,16
8/10/15,cobblestone,Reason,11,Orgless,16
8/10/15,mirage,"Worst Players",12,Torpedo,16
8/10/15,cache,KILLERFISH,12,HellRaisers,16
8/10/15,cobblestone,KILLERFISH,16,HellRaisers,9
8/10/15,dust2,Indonesia,4,Sweden,16
8/10/15,mirage,Sweden,16,Indonesia,2
8/10/15,mirage,"Worst Players",14,Reason,16
8/10/15,cache,gBots,16,OverGaming,3
8/10/15,train,gBots,16,OverGaming,7
8/10/15,cache,Torpedo,16,"European Misfits",3
8/10/15,dust2,TSM,16,dignitas,3
8/10/15,mirage,Russia,16,Kyrgyzstan,2
8/10/15,cobblestone,Russia,16,Kyrgyzstan,10
8/10/15,cobblestone,Reason,16,Torpedo,10
8/10/15,cache,Germany,16,Sweden,13
8/10/15,mirage,"Worst Players",16,"European Misfits",7
8/10/15,overpass,Russia,16,Tunisia,4
8/10/15,inferno,Russia,16,Tunisia,3
8/10/15,mirage,Serbia,9,Indonesia,16
